slope,aspect,elevation,ndvi,humidity,label
1.3017188,27.065445,803.0,0.40828198,70.842896,-1
1.7850935,264.41116,814.0,0.3702681,70.842896,-1
5.560052,49.881435,913.0,0.55307263,68.91362,-1
2.1370194,75.876175,865.0,0.37718773,68.91362,-1
1.2171587,67.607506,799.0,0.35666212,68.91362,-1
1.6363735,257.73163,750.0,0.4300995,73.289185,-1
1.888043,349.1531,797.0,0.63646793,70.842896,-1
0.5455897,102.268364,969.0,0.4055916,68.91362,-1
0.95306337,316.87036,785.0,0.3766961,67.49863,-1
1.164941,229.69931,764.0,0.35037422,67.49863,-1
0.83130366,266.0017,778.0,0.30155092,67.49863,-1
0.7385956,241.90857,786.0,0.42261133,67.49863,-1
1.1313391,95.881065,791.0,0.33063313,66.90308,-1
0.45682532,220.41707,809.0,0.41282883,70.842896,-1
2.094258,340.16718,839.0,0.53599364,70.842896,-1
0.66181654,100.08862,793.0,0.3312535,68.91362,-1
0.53498113,12.79421,772.0,0.384887,67.49863,-1
0.939704,30.282408,758.0,0.16128786,67.49863,-1
1.8124237,251.35333,762.0,0.41013432,73.289185,-1
1.3634155,87.56369,816.0,0.5572628,70.842896,-1
1.6031644,94.146,850.0,0.3873597,68.91362,-1
1.2623454,145.73521,814.0,0.32395196,68.91362,-1
1.0198413,31.51363,784.0,0.4060649,67.49863,-1
0.9632416,205.49542,773.0,0.32967448,67.49863,-1
0.4305504,254.37918,774.0,0.40924954,67.49863,-1
0.9494687,86.500046,795.0,0.2857236,66.90308,-1
0.8416349,34.264347,769.0,0.44357905,73.289185,-1
1.196217,250.17381,754.0,0.4229125,73.289185,-1
1.3234147,259.91104,800.0,0.4688258,70.842896,-1
0.8115003,-0.0,816.0,0.58837366,70.842896,-1
1.3296843,209.33707,928.0,0.5439393,70.842896,-1
1.0288942,16.728048,796.0,0.332144,67.49863,-1
0.8331346,25.249937,794.0,0.39259493,66.90308,-1
0.6220637,318.19913,809.0,0.33690834,66.90308,-1
0.6799311,328.4868,809.0,0.37074956,66.90308,-1
0.7385675,298.0926,811.0,0.29944164,66.90308,-1
0.8201002,351.6946,819.0,0.34165308,66.90308,-1
1.8484117,335.38895,779.0,0.48809904,73.289185,-1
3.7352235,110.88165,784.0,0.3872466,73.289185,-1
2.7086806,110.00848,758.0,0.34017357,73.289185,-1
1.5898724,111.37777,741.0,0.40126875,73.289185,-1
0.9171399,50.802174,825.0,0.49831164,70.842896,-1
4.439884,339.74594,894.0,0.56522536,70.842896,-1
1.1917269,237.657,776.0,0.3033485,67.49863,-1
0.98714006,183.43983,792.0,0.36021227,66.90308,-1
0.83072424,12.350961,795.0,0.39057854,66.90308,-1
1.2857953,341.19037,820.0,0.3686044,66.90308,-1
0.13188913,63.92666,784.0,0.44855675,73.289185,-1
1.9539522,270.0,814.0,0.58486015,70.842896,-1
0.57297575,155.57498,846.0,0.57534826,70.842896,-1
6.8043194,85.13592,910.0,0.64986026,70.842896,-1
1.1084878,114.727715,868.0,0.33168715,68.91362,-1
1.1403701,15.050958,805.0,0.40643266,68.91362,-1
0.98714006,3.4397762,804.0,0.36820927,68.91362,-1
0.9135675,139.58478,795.0,0.30784944,67.49863,-1
0.13019142,332.93683,806.0,0.32232845,66.90308,-1
